STT;Course_ID;Course_Name;Credit;Type;Kind;Spec_Name;Major_Name;Major_Code;Spec_Code
63;SMT3015;State Management of Urban;2;Specialized;Elective;Public Administration;State Management;7310205;731020502
64;SMT3016;State Management on Agriculture and Rural Development;2;Specialized;Elective;Public Administration;State Management;7310205;731020502
65;SMT3017;State Management of Resources and Environment;2;Specialized;Elective;Public Administration;State Management;7310205;731020502
66;SMT3026;State Management of Religious and Ethnic;2;Specialized;Elective;Public Administration;State Management;7310205;731020502
67;ECO3026;Public Management;3;Specialized;Elective;Public Administration;State Management;7310205;731020502
68;HRM3001;Human Resource Management;3;Specialized;Elective;Public Administration;State Management;7310205;731020502
69;SMT4003;Practical Report for Graduation Purpose;4;Specialized;Elective;;State Management;7310205;
70;SMT4004;Graduation Thesis;10;Specialized;Elective;;State Management;7310205;
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;;Marketing;7340115;
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;;Marketing;7340115;
3;SMT1007;Scientific Socialism;2;General;Compulsory;;Marketing;7340115;
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;;Marketing;7340115;
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;;Marketing;7340115;
6;LAW1001;General Law;2;General;Compulsory;;Marketing;7340115;
7;TOU1001;Business Communication;3;General;Compulsory;;Marketing;7340115;
8;MIS1002;IT for Business;3;General;Compulsory;;Marketing;7340115;
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;;Marketing;7340115;
10;MGT1001;Microeconomics;3;General;Compulsory;;Marketing;7340115;
11;ECO1001;Macroeconomics;3;General;Compulsory;;Marketing;7340115;
12;MGT1002;Management;3;General;Compulsory;;Marketing;7340115;
13;ENGELE1;English Elementary 1;3;General;Compulsory;;Marketing;7340115;
14;ENGELE2;English Elementary 2;4;General;Compulsory;;Marketing;7340115;
15;ENG2015;English Communication 1;3;General;Compulsory;;Marketing;7340115;
16;ENG2016;English Communication 2 ;3;General;Compulsory;;Marketing;7340115;
17;ENG2017;English Composition B1 ;2;General;Compulsory;;Marketing;7340115;
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;;Marketing;7340115;
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;;Marketing;7340115;
20;IBS2001;International Business;3;Fundamental ;Compulsory;;Marketing;7340115;
21;LAW2001;Business Law;3;Fundamental ;Compulsory;;Marketing;7340115;
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;;Marketing;7340115;
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;;Marketing;7340115;
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;;Marketing;7340115;
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;;Marketing;7340115;
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;;Marketing;7340115;
27;ENG3001;Business English;3;Fundamental ;Compulsory;;Marketing;7340115;
28;MKT3003;Consumer Behavior;3;Major;Compulsory;;Marketing;7340115;
29;MKT3002;Marketing Research;3;Major;Compulsory;;Marketing;7340115;
30;MKT3026;Marketing Analytics;3;Major;Compulsory;;Marketing;7340115;
31;MKT3001;Marketing Management;3;Major;Compulsory;;Marketing;7340115;
32;MKT3005;Brand Management;3;Major;Compulsory;;Marketing;7340115;
33;COM3003;Customer Relationship Management;3;Major;Elective;;Marketing;7340115;
34;HOS3001;Service Marketing;3;Major;Elective;;Marketing;7340115;
35;IBS3010;International Marketing;3;Major;Elective;;Marketing;7340115;
36;IBS3001;Business Ethics;3;Major;Elective;;Marketing;7340115;
37;RMD3001;Research Methodology;2;Major;Elective;;Marketing;7340115;
38;ELC3020;Data Science for Business;3;Major;Elective;;Marketing;7340115;
39;MGT3021;Digital Business;3;Major;Elective;;Marketing;7340115;
40;MKT3004;Marketing Strategy;3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
41;MKT3006;Integrated Marketing Communication (IMC);3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
42;MKT3008;Pricing;3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
43;MKT3009;Marketing Channels;3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
44;MKT3010;New Product Management;3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
45;MKT3007;Digital Marketing;3;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
46;MKT3011;Marketing Project;2;Specialized;Compulsory;Marketing Management;Marketing;7340115;734011501
47;MKT3025;Content Marketing;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
48;MKT3019;Online Marketing Communication Tool;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
49;MKT3013;Multimedia Communication Design;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
50;COM3001;E - Commerce;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
51;MKT3014;Public Relations;2;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
52;MKT3015;Advertising;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
53;COM3011;Selling Skills;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
54;FIN3006;Financial Management;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
55;MGT3002;Supply Chain Management;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
56;HRM3001;Human Resource Management;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
57;MGT3011;Entrepreneurship;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
58;HMR3002;Developing Managerial Skills;3;Specialized;Elective;Marketing Management;Marketing;7340115;734011501
59;MKT3019;Online Marketing Communication Tool;3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
60;MKT3017;International Economics;2;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
61;MKT3025;Content Marketing;3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
62;MKT3029;Public Actions Management;3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
63;MKT3015;Advertising;3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
64;MKT3013;Multimedia Communication Design;3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
65;MKT3006;Integrated Marketing Communication (IMC);3;Specialized;Compulsory;Marketing Communication;Marketing;7340115;734011502
66;COM3006;E - Retailing;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
67;MKT3004;Marketing Strategy;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
68;MKT3022;Media Planning;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
69;MKT3009;Marketing Channels;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
70;MKT3016;Sales Promotion;2;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
71;MKT3007;Digital Marketing;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
72;MKT3027;Search Marketing;2;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
73;MKT3024;Social Media and Mobile Marketing;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
74;ELC3018;Web Analysis and Design;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
75;MKT3010;New Product Management;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
76;TOU3051;Event Management;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
77;IBS3007;Cross-cultural Management;3;Specialized;Elective;Marketing Communication;Marketing;7340115;734011502
78;MKT3028;Digital Marketing Project;2;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
79;MKT3023;Omni-Channel Marketing;3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
80;MKT3007;Digital Marketing;3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
81;MKT3025;Content Marketing;3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
82;MKT3024;Social Media and Mobile Marketing;3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
83;ELC3018;Web Analysis and Design;3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
84;MKT3006;Integrated Marketing Communication (IMC);3;Specialized;Compulsory;Digital Marketing;Marketing;7340115;734011503
85;MKT3004;Marketing Strategy;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
86;MKT3019;Online Marketing Communication Tool;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
87;MKT3027;Search Marketing;2;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
88;MGT3024;Digital Business Analytics;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
89;MIS3009;Data Warehousing and Data Mining;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
90;MKT3015;Advertising;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
91;MKT3014;Public Relations;2;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
92;MKT3010;New Product Management;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
93;MKT3013;Multimedia Communication Design;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
94;COM3001;E - Commerce;3;Specialized;Elective;Digital Marketing;Marketing;7340115;734011503
95;MKT4001;Practical Report for Graduation Purpose;4;Specialized;Elective;;Marketing;7340115;
96;MKT4002;Graduation Thesis;10;Specialized;Elective;;Marketing;7340115;
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;;Finance - Banking;7340201;
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;;Finance - Banking;7340201;
3;SMT1007;Scientific Socialism;2;General;Compulsory;;Finance - Banking;7340201;
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;;Finance - Banking;7340201;
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;;Finance - Banking;7340201;
6;LAW1001;General Law;2;General;Compulsory;;Finance - Banking;7340201;
7;TOU1001;Business Communication;3;General;Compulsory;;Finance - Banking;7340201;
8;MIS1002;IT for Business;3;General;Compulsory;;Finance - Banking;7340201;
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;;Finance - Banking;7340201;
10;MGT1001;Microeconomics;3;General;Compulsory;;Finance - Banking;7340201;
11;ECO1001;Macroeconomics;3;General;Compulsory;;Finance - Banking;7340201;
12;MGT1002;Management;3;General;Compulsory;;Finance - Banking;7340201;
13;ENGELE1;English Elementary 1;3;General;Compulsory;;Finance - Banking;7340201;
14;ENGELE2;English Elementary 2;4;General;Compulsory;;Finance - Banking;7340201;
15;ENG2015;English Communication 1;3;General;Compulsory;;Finance - Banking;7340201;
16;ENG2016;English Communication 2 ;3;General;Compulsory;;Finance - Banking;7340201;
17;ENG2017;English Composition B1 ;2;General;Compulsory;;Finance - Banking;7340201;
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
20;IBS2001;International Business;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
21;LAW2001;Business Law;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
27;ENG3001;Business English;3;Fundamental ;Compulsory;;Finance - Banking;7340201;
28;FIN3002;Investments;3;Major;Compulsory;;Finance - Banking;7340201;
29;BAN3001;Asset Valuation;3;Major;Compulsory;;Finance - Banking;7340201;
30;BAN2001;Public Finance;3;Major;Compulsory;;Finance - Banking;7340201;
31;FIN3004;Corporate Finance;3;Major;Compulsory;;Finance - Banking;7340201;
32;BAN3002;Mathematics of Finance;3;Major;Compulsory;;Finance - Banking;7340201;
33;HOS3001;Service Marketing;3;Major;Elective;;Finance - Banking;7340201;
34;MGT3021;Digital Business;3;Major;Elective;;Finance - Banking;7340201;
35;BAN3015;Insurance Economics;2;Major;Elective;;Finance - Banking;7340201;
36;FIN3010;Financial Modelling;3;Major;Elective;;Finance - Banking;7340201;
37;BAN3017;Microfinance;3;Major;Elective;;Finance - Banking;7340201;
38;BAN3003;Banking Operations;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
39;BAN3004;Accounting for Banking;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
40;BAN3005;Bank Management;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
41;BAN3006;International Payments;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
42;BAN3007;Credit Analysis and Lending;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
43;BAN3008;Personal Finance;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
44;BAN3018;Digital Banking;3;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
45;BAN3019;Banking Transaction Skills;2;Specialized;Compulsory;Banking;Finance - Banking;7340201;734020101
46;ACC2003;Financial Accounting;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
47;BAN3014;Taxation;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
48;FIN3009;Financial Risk Management;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
49;FIN3003;Derivatives;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
50;RMD3001;Research Methodology;2;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
51;ELC3020;Data Science for Business;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
52;BAN3020;Development Finance;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
53;COM3011;Selling Skills;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
54;FIN3006;Financial Management;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
55;MGT3002;Supply Chain Management;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
56;HRM3001;Human Resource Management;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
57;MGT3011;Entrepreneurship;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
58;HMR3002;Developing Managerial Skills;3;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
59;FIN3003;Derivatives;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
60;ACC2003;Financial Accounting;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
61;FIN3011;Fintech;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
62;ACC3004;Financial Analysis;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
63;FIN3009;Financial Risk Management;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
64;FIN3005;Advanced Corporate Finance;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
65;FIN3001;International Finance;3;Specialized;Compulsory;Corporate Finance;Finance - Banking;7340201;734020102
66;MGT3018;Business Plan;2;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
67;ACC3005;Company Accounting;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
68;MGT3011;Entrepreneurship;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
69;AUD3005;Auditing;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
70;MKT3024;Social Media and Mobile Marketing;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
71;BAN3003;Banking Operations;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
72;ELC3020;Data Science for Business;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
73;RMD3001;Research Methodology;2;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
74;BAN3014;Taxation;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
75;COM3001;E - Commerce;3;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
76;BAN3016;Public Investment Project Appraisal;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
77;BAN3009;Social Security;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
78;BAN3010;Public Finance Management;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
79;BAN3011;The Theory of Taxation;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
80;BAN3014;Taxation;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
81;BAN3013;State Treasury Operations;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
82;BAN3020;Development Finance;3;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
83;BAN3021;Public Finance Project;2;Specialized;Compulsory;Public Finance;Finance - Banking;7340201;734020103
84;ACC2003;Financial Accounting;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
85;ACC2004;Accounting in Public Sector;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
86;FIN3001;International Finance;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
87;RMD3001;Research Methodology;2;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
88;BAN3003;Banking Operations;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
89;ECO3026;Public Management;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
90;ECO3003;Game Theory and Principle of Strategy;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
91;FIN3009;Financial Risk Management;3;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
92;BAN4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
93;BAN4002;Graduation Thesis;10;Specialized;Elective;Banking;Finance - Banking;7340201;734020101
94;FIN4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
95;FIN4002;Graduation Thesis;10;Specialized;Elective;Public Finance;Finance - Banking;7340201;734020103
96;FIN4001;Practical Report for Graduation Purpose;4;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
97;FIN4002;Graduation Thesis;10;Specialized;Elective;Corporate Finance;Finance - Banking;7340201;734020102
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;;Business Administration;7340101;
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;;Business Administration;7340101;
3;SMT1007;Scientific Socialism;2;General;Compulsory;;Business Administration;7340101;
4;SMT1008;History of Vietnamese Communist Party;2;General;Compulsory;;Business Administration;7340101;
5;SMT1004;Ho Chi Minh Thought;2;General;Compulsory;;Business Administration;7340101;
6;LAW1001;General Law;2;General;Compulsory;;Business Administration;7340101;
7;TOU1001;Business Communication;3;General;Compulsory;;Business Administration;7340101;
8;MIS1002;IT for Business;3;General;Compulsory;;Business Administration;7340101;
9;MAT1001;Applied Mathematics for Economics and Business;3;General;Compulsory;;Business Administration;7340101;
10;MGT1001;Microeconomics;3;General;Compulsory;;Business Administration;7340101;
11;ECO1001;Macroeconomics;3;General;Compulsory;;Business Administration;7340101;
12;MGT1002;Management;3;General;Compulsory;;Business Administration;7340101;
13;ENGELE1;English Elementary 1;3;General;Compulsory;;Business Administration;7340101;
14;ENGELE2;English Elementary 2;4;General;Compulsory;;Business Administration;7340101;
15;ENG2015;English Communication 1;3;General;Compulsory;;Business Administration;7340101;
16;ENG2016;English Communication 2 ;3;General;Compulsory;;Business Administration;7340101;
17;ENG2017;English Composition B1 ;2;General;Compulsory;;Business Administration;7340101;
18;HRM2001;Organizational Behavior;3;Fundamental ;Compulsory;;Business Administration;7340101;
19;MIS2002;Management Information Systems;3;Fundamental ;Compulsory;;Business Administration;7340101;
20;IBS2001;International Business;3;Fundamental ;Compulsory;;Business Administration;7340101;
21;LAW2001;Business Law;3;Fundamental ;Compulsory;;Business Administration;7340101;
22;MKT2001;Principles of Marketing;3;Fundamental ;Compulsory;;Business Administration;7340101;
23;ACC1002;Introduction to Accounting;3;Fundamental ;Compulsory;;Business Administration;7340101;
24;MGT2002;Introduction to Business;3;Fundamental ;Compulsory;;Business Administration;7340101;
25;FIN2001;Financial Markets and Institutions;3;Fundamental ;Compulsory;;Business Administration;7340101;
26;STA2002;Statistics for Business and Economics;3;Fundamental ;Compulsory;;Business Administration;7340101;
27;ENG3001;Business English;3;Fundamental ;Compulsory;;Business Administration;7340101;
28;MGT3001;Strategic Management;3;Major;Compulsory;;Business Administration;7340101;
29;MGT3002;Supply Chain Management;3;Major;Compulsory;;Business Administration;7340101;
30;MGT3004;Project Management;3;Major;Compulsory;;Business Administration;7340101;
31;MGT3003;Operations Management;3;Major;Compulsory;;Business Administration;7340101;
32;FIN3006;Financial Management;3;Major;Compulsory;;Business Administration;7340101;
33;MKT3001;Marketing Management;3;Major;Elective;;Business Administration;7340101;
34;ELC3020;Data Science for Business;3;Major;Elective;;Business Administration;7340101;
35;HRM3002;Developing Management Skills;3;Major;Elective;;Business Administration;7340101;
36;MIS3016;E-Payment;2;Major;Elective;;Business Administration;7340101;
37;HRM3005;Negotiation;3;Major;Elective;;Business Administration;7340101;
38;MGT3011;Entrepreneurship;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
39;MGT3014;Quality Management;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
40;HRM3001;Human Resource Management;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
41;MGT3017;Advanced Operations Management;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
42;MGT3016;Enterprise Performance Management;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
43;MGT3015;Managerial Decision Making;3;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
44;MGT3095;Start - up Project;2;Specialized;Compulsory;General Business Administration;Business Administration;7340101;734010101
45;MGT3020;Digital Transformation;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
46;MGT3010;Organization Theory and Design;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
47;MKT3007;Digital Marketing;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
48;MGT3024;Digital Business Analytics;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
49;MGT3018;Business Plan;2;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
50;MGT3019;Innovation Management;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
51;MGT3030;Organizational Culture;3;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
52;RMD3001;Research Methodology;2;Specialized;Elective;General Business Administration;Business Administration;7340101;734010101
53;FIN3002;Investments;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
54;ACC2002;Management Accounting;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
55;ACC2003;Financial Accounting;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
56;ACC3004;Financial Analysis;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
57;FIN3009;Financial Risk Management;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
58;FIN3007;Advanced Financial Management;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
59;FIN3008;Working Capital Management;3;Specialized;Compulsory;Financial Management;Business Administration;7340101;734010102
60;FIN3003;Derivatives;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
61;BAN3008;Personal Finance;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
62;FIN3010;Financial Modelling;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
63;FIN3011;Fintech;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
64;BAN3005;Bank Management;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
65;FIN3001;International Finance;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
66;BAN3014;Taxation;3;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
67;RMD3001;Research Methodology;2;Specialized;Elective;Financial Management;Business Administration;7340101;734010102
68;MGT3195;Supply Chain Management Project;2;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
69;MGT3007;Logistics;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
70;MGT3028;Advanced Logistics;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
71;MGT3029;Supply Management & Sourcing Strategy;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
72;MGT3027;Advanced Supply Chain Management;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
73;MGT3009;Purchasing Management;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
74;MGT3006;Operations Research;3;Specialized;Compulsory;Supply Chain and Logistics Management;Business Administration;7340101;734010103
75;LAW3001;International Trade Law;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
76;IBS3005;International Business Management;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
77;ELC3001;E-Logistics;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
78;MGT3026;Inventory and Warehousing Management;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
79;MGT3017;Advanced Operations Management;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
80;MGT3014;Quality Management;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
81;BAN3006;International Payments;3;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
82;RMD3001;Research Methodology;2;Specialized;Elective;Supply Chain and Logistics Management;Business Administration;7340101;734010103
83;MGT3020;Digital Transformation;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
84;MGT3096;Digital Business Capstone;2;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
85;MGT3021;Digital Business;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
86;MGT3022;Digital Entrepreneurship;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
87;MGT3023;Digital Business Model;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
88;MGT3024;Digital Business Analytics;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
89;MGT3025;Digital Project Management;3;Specialized;Compulsory;Digital Business;Business Administration;7340101;734010104
90;FIN3011;Fintech;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
91;MGT3018;Business Plan;2;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
92;MIS3041;Python for Data Analysis;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
93;MKT3007;Digital Marketing;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
94;MKT3023;Omni-Channel Marketing;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
95;MGT3019;Innovation Management;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
96;ELC3005;Big Data Fundamentals;3;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
97;RMD3001;Research Methodology;2;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
98;HRM3015;Digital Human Resource Management;2;Specialized;Elective;Digital Business;Business Administration;7340101;734010104
99;MGT4001;Practical Report for Graduation Purpose;4;Specialized;Elective;;Business Administration;7340101;
100;MGT4002;Graduation Thesis;10;Specialized;Elective;;Business Administration;7340101;
1;SMT1005;Marxist-Leninist Philosophy;3;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
2;SMT1006;Political Economics of Marxism-Leninism;2;General;Compulsory;Human Resource Management;Human Resource Management;7340404;734040401
